attempt_id,attempt_name,pathology_case_id,pathology_type,pathology_severity,recovery_approach,primary_method,secondary_methods,method_novelty,resources_required,resource_intensity,duration_days,phases,setbacks,complications,progress_pattern,outcome,function_restored_percent,residual_symptoms,recurrence_risk,success_factors,failure_factors,theoretical_framework,framework_adequate,replicability,applicability,protocol_developed,location,region,start_year,end_year,lead_practitioner,team_size,confidence,cross_reference,notes
RA-0235,Boundary Restoration Project 429,BD-0131,boundary_dissolution,moderate,isolation,relocation,external_structure,established,social_support,moderate,49,3,5,relapse,no_progress,no_improvement,18.0,True,very_high,,irreversible_damage,tross_boundaries,True,case_specific,similar_boundary_dissolution,False,Isolation community,Northo,903,904,M. Strand,4,0.63,BD-0131,
RA-0236,Horizon Expansion Program 396,HS-0154,horizon_shrinkage,moderate,isolation,social_reconnection,horizon_expansion,modified,specialized_equipment,minimal,1224,3,10,relapse,oscillating,stabilization,38.3,True,high,,,strand_horizons,False,moderately_replicable,limited_applicability,False,Eastern fluctuation zone,Dens boundary,937,940,K. Vorn,5,0.51,HS-0154,
RA-0237,Ghost Clearance Case 180,HS-0065,horizon_shrinkage,moderate,integration,medication,"boundary_reinforcement, observation_cessation",established,collective_effort,high,693,4,2,none,stepwise,substantial_recovery,83.1,True,low,skilled_healer,,strand_horizons,True,highly_replicable,specific_conditions_only,True,Dens deep,Dens,911,913,Specialist Team,15,0.61,HS-0065,
RA-0238,Isolation Protocol 986,HS-0162,horizon_shrinkage,mild,restoration,horizon_expansion,observation_cessation,established,quiet_location,moderate,190,3,9,relapse,rapid_then_slow,partial_recovery,48.1,True,high,adequate_resources,,strand_horizons,True,case_specific,similar_horizon_shrinkage,False,Isolation community,Northo,933,934,K. Vorn,2,0.65,HS-0162,
RA-0239,Ghost Clearance Case 56,NP-0103,navigation_pathology,severe,integration,external_structure,,modified,skilled_healer,extreme,232,4,13,side_effects,no_progress,no_improvement,10.3,True,unknown,,insufficient_resources,voss_navigation,True,moderately_replicable,limited_applicability,False,Western approach,Dens boundary,900,901,M. Strand,19,0.96,NP-0103,
RA-0240,Substrate Repair 42,NP-0052,navigation_pathology,moderate,reconstruction,resonance_retuning,external_structure,established,social_support,high,527,3,1,side_effects,plateau_then_breakthrough,full_recovery,95.2,False,low,matched_method,,voss_navigation,True,highly_replicable,similar_navigation_pathology,False,Capital proper,Capital,931,933,K. Vorn,16,0.97,NP-0052,
RA-0241,Substrate Repair 315,NP-0031,navigation_pathology,moderate,integration,navigation_recalibration,"horizon_expansion, medication, pattern_editing",established,collective_effort,high,48,5,1,none,plateau_then_breakthrough,substantial_recovery,89.5,False,moderate,patient_cooperation,,voss_navigation,True,highly_replicable,limited_applicability,True,Capital proper,Capital,922,923,Indigenous Consultant,12,0.53,NP-0031,
RA-0242,Integration Attempt 850,BD-0171,boundary_dissolution,severe,transformation,isolation,"navigation_recalibration, horizon_expansion",experimental,quiet_location,high,1222,5,2,relapse,oscillating,stabilization,42.0,True,moderate,,,tross_boundaries,False,unique,limited_applicability,False,Archive vicinity,Capital,906,910,Indigenous Consultant,14,0.72,BD-0171,
RA-0243,Federation Recovery 713,GC-0010,ghost_contamination,moderate,restoration,boundary_strengthening,navigation_recalibration,established,skilled_healer,moderate,299,1,2,,plateau_then_breakthrough,full_recovery,95.5,False,moderate,skilled_healer,,moll_ghosts,True,highly_replicable,broadly_applicable,False,Veteran settlement,Tower of Mirado,929,930,Strand Rehabilitation Center,9,0.53,GC-0010,
RA-0244,Horizon Expansion Program 208,FC-0106,federation_cancer,severe,transformation,surgery,"substrate_repair, observation_cessation",established,specialized_equipment,extreme,1380,5,2,,oscillating,partial_recovery,63.5,True,high,adequate_resources,,mord_federation,True,moderately_replicable,specific_conditions_only,False,Siege fields,Tower of Mirado,934,938,S. Moll,15,0.86,FC-0106,
RA-0245,Annex 234 Reconstruction,HS-0184,horizon_shrinkage,mild,integration,medication,,modified,social_support,high,352,4,13,relapse,oscillating,worsening,0.0,True,very_high,,wrong_method,strand_horizons,False,case_specific,limited_applicability,False,Capital proper,Capital,900,901,Specialist Team,9,0.75,HS-0184,
RA-0246,Isolation Protocol 122,HS-0046,horizon_shrinkage,catastrophic,restoration,social_reconnection,"external_structure, substrate_repair",established,time,high,1987,4,2,side_effects,gradual_throughout,stabilization,44.5,True,moderate,,,strand_horizons,False,case_specific,similar_horizon_shrinkage,False,Suburban zone,Densmok,916,922,Strand Rehabilitation Center,13,0.63,HS-0046,
RA-0247,Federation Recovery 249,HS-0051,horizon_shrinkage,moderate,adaptation,medication,"social_reconnection, relocation, resonance_retuning",established,time,high,1303,5,7,resource_exhaustion,rapid_then_slow,stabilization,42.6,True,high,,,strand_horizons,False,moderately_replicable,similar_horizon_shrinkage,False,Dens interior,Dens,934,938,M. Strand,9,0.67,HS-0051,
RA-0248,Boundary Restoration Project 579,HS-0182,horizon_shrinkage,severe,restoration,horizon_expansion,,modified,social_support,high,804,4,3,,linear_improvement,full_recovery,95.7,False,moderate,matched_method,,strand_horizons,False,case_specific,similar_horizon_shrinkage,True,Isolation community,Northo,896,899,Vorn Recovery Group,13,0.65,HS-0182,
RA-0249,Federation Recovery 834,FC-0024,federation_cancer,severe,restoration,trust_rebuilding,,modified,skilled_healer,extreme,1160,2,10,relapse,gradual_throughout,partial_recovery,57.6,False,moderate,matched_method,,mord_federation,False,moderately_replicable,limited_applicability,False,Recovery settlement,Northo,906,910,S. Moll,21,0.93,FC-0024,
RA-0250,Substrate Repair 938,NP-0106,navigation_pathology,moderate,adaptation,navigation_recalibration,social_reconnection,modified,social_support,moderate,1958,3,6,relapse,rapid_then_slow,partial_recovery,67.1,True,high,skilled_healer,,voss_navigation,True,moderately_replicable,specific_conditions_only,False,Isolation community,Northo,894,900,Moll Research Team,9,0.96,NP-0106,
RA-0251,Isolation Protocol 578,GC-0154,ghost_contamination,catastrophic,reconstruction,boundary_strengthening,"social_reconnection, observation_cessation, medication",established,specialized_equipment,high,927,4,2,none,linear_improvement,full_recovery,98.6,False,moderate,adequate_resources,,moll_ghosts,True,highly_replicable,similar_ghost_contamination,True,Suburban zone,Densmok,920,923,S. Moll,19,0.56,GC-0154,
RA-0252,Annex 339 Reconstruction,GC-0188,ghost_contamination,severe,isolation,pattern_editing,"medication, relocation, social_reconnection",modified,skilled_healer,moderate,62,1,0,,plateau_then_breakthrough,full_recovery,95.4,False,low,matched_method,,moll_ghosts,True,moderately_replicable,similar_ghost_contamination,True,Veteran settlement,Tower of Mirado,919,920,Strand Rehabilitation Center,6,0.76,GC-0188,
RA-0253,Federation Recovery 76,BD-0090,boundary_dissolution,moderate,reconstruction,isolation,"surgery, relocation",experimental,specialized_equipment,moderate,1451,1,5,relapse,rapid_then_slow,stabilization,38.4,True,high,,,tross_boundaries,False,unique,limited_applicability,False,Trapper territory,Yeller Quarry,917,921,Strand Rehabilitation Center,6,0.61,BD-0090,
RA-0254,Boundary Restoration Project 258,HS-0005,horizon_shrinkage,moderate,restoration,relocation,observation_cessation,established,skilled_healer,minimal,150,1,3,none,plateau_then_breakthrough,substantial_recovery,94.5,False,moderate,early_intervention,,strand_horizons,True,highly_replicable,limited_applicability,False,Sector SW-6,Dens boundary,890,891,M. Strand,5,0.93,HS-0005,
RA-0255,Isolation Protocol 248,BD-0014,boundary_dissolution,moderate,transformation,pattern_editing,"resonance_retuning, boundary_reinforcement",established,collective_effort,high,837,5,6,side_effects,gradual_throughout,partial_recovery,61.5,False,moderate,early_intervention,,tross_boundaries,False,moderately_replicable,similar_boundary_dissolution,False,Klutch CC,Densmok,929,932,S. Moll,8,0.76,BD-0014,
RA-0256,Horizon Expansion Program 227,HS-0020,horizon_shrinkage,moderate,adaptation,horizon_expansion,observation_cessation,established,specialized_equipment,moderate,608,5,2,relapse,plateau_then_breakthrough,substantial_recovery,81.7,True,moderate,skilled_healer,,strand_horizons,True,highly_replicable,specific_conditions_only,False,Coder quarter,Densmok,891,893,Specialist Team,2,0.86,HS-0020,
RA-0257,Navigation Recalibration 136,BD-0185,boundary_dissolution,moderate,adaptation,isolation,,novel,time,moderate,164,3,9,side_effects,oscillating,death_dissolution,0.0,True,high,,insufficient_resources,tross_boundaries,False,case_specific,similar_boundary_dissolution,False,Northern monastery,Northo,933,934,Field Healer,9,0.83,BD-0185,
RA-0258,Ghost Clearance Case 207,NP-0013,navigation_pathology,moderate,reconstruction,external_structure,surgery,modified,specialized_equipment,minimal,859,2,3,,rapid_then_slow,partial_recovery,68.7,False,high,skilled_healer,,voss_navigation,True,moderately_replicable,similar_navigation_pathology,False,Veteran settlement,Tower of Mirado,920,923,Vorn Recovery Group,1,0.9,NP-0013,
RA-0259,Substrate Repair 382,NP-0114,navigation_pathology,severe,reconstruction,navigation_recalibration,"horizon_expansion, ghost_clearance, boundary_reinforcement",experimental,specialized_equipment,high,480,3,0,side_effects,stepwise,substantial_recovery,82.6,False,low,matched_method,,voss_navigation,True,case_specific,specific_conditions_only,False,Isolation community,Northo,907,909,Archive Recovery Team,17,0.92,NP-0114,
RA-0260,Boundary Restoration Project 189,GC-0080,ghost_contamination,catastrophic,transformation,pattern_editing,,modified,time,high,950,4,1,side_effects,linear_improvement,substantial_recovery,90.8,False,low,matched_method,,moll_ghosts,True,moderately_replicable,limited_applicability,False,Ascetic village,Northo,927,930,Field Healer,8,0.85,GC-0080,
RA-0261,Navigation Recalibration 405,FC-0143,federation_cancer,moderate,integration,external_structure,"trust_rebuilding, horizon_expansion, relocation",modified,quiet_location,high,1655,2,7,relapse,gradual_throughout,stabilization,24.3,True,high,,,mord_federation,False,case_specific,similar_federation_cancer,False,Eastern fluctuation zone,Dens boundary,897,902,Strand Rehabilitation Center,7,0.54,FC-0143,
RA-0262,Boundary Restoration Project 185,BD-0097,boundary_dissolution,mild,integration,pattern_editing,observation_cessation,modified,social_support,minimal,386,1,2,,linear_improvement,full_recovery,99.7,False,low,matched_method,,tross_boundaries,False,case_specific,broadly_applicable,False,Western approach,Dens boundary,892,894,Strand Rehabilitation Center,4,0.64,BD-0097,
RA-0263,Isolation Protocol 673,GC-0127,ghost_contamination,catastrophic,restoration,integration_assistance,,established,collective_effort,high,1351,3,9,secondary_pathology,oscillating,partial_recovery,59.1,False,high,matched_method,,moll_ghosts,False,case_specific,similar_ghost_contamination,False,Veteran settlement,Tower of Mirado,925,929,S. Moll,15,0.65,GC-0127,
RA-0264,Navigation Recalibration 279,GC-0166,ghost_contamination,moderate,adaptation,integration_assistance,"medication, social_reconnection",modified,quiet_location,moderate,95,3,10,resource_exhaustion,rapid_then_slow,stabilization,24.5,False,moderate,,,moll_ghosts,True,case_specific,specific_conditions_only,False,Recovery settlement,Northo,910,911,Field Healer,5,0.6,GC-0166,
RA-0265,Ghost Clearance Case 377,HS-0078,horizon_shrinkage,moderate,integration,medication,"navigation_recalibration, social_reconnection, boundary_reinforcement",modified,quiet_location,high,661,2,2,side_effects,stepwise,substantial_recovery,89.4,False,moderate,patient_cooperation,,strand_horizons,True,moderately_replicable,specific_conditions_only,True,Western approach,Dens boundary,901,903,Field Healer,12,0.97,HS-0078,
RA-0266,Federation Recovery 190,NP-0074,navigation_pathology,mild,restoration,resonance_retuning,"horizon_expansion, navigation_recalibration, medication",established,social_support,moderate,1436,3,7,side_effects,gradual_throughout,partial_recovery,55.7,True,high,matched_method,,voss_navigation,False,moderately_replicable,similar_navigation_pathology,False,Scholar's Quarter,Capital,892,896,Field Healer,7,0.74,NP-0074,
RA-0267,Isolation Protocol 509,NP-0011,navigation_pathology,severe,reconstruction,navigation_recalibration,"horizon_expansion, surgery",experimental,skilled_healer,moderate,442,3,6,resource_exhaustion,rapid_then_slow,partial_recovery,54.1,True,high,adequate_resources,,voss_navigation,True,unique,limited_applicability,False,Northern monastery,Northo,909,911,Strand Rehabilitation Center,7,0.91,NP-0011,
RA-0268,Garrett Rehabilitation,NP-0173,navigation_pathology,severe,integration,external_structure,trust_rebuilding,modified,collective_effort,extreme,1647,3,6,secondary_pathology,rapid_then_slow,partial_recovery,61.1,True,moderate,early_intervention,,voss_navigation,False,case_specific,limited_applicability,False,Trapper territory,Yeller Quarry,898,903,Healing Institute Team,30,0.89,NP-0173,
RA-0269,Substrate Repair 246,HS-0186,horizon_shrinkage,severe,reconstruction,relocation,,established,collective_effort,high,1386,1,8,resource_exhaustion,oscillating,partial_recovery,51.5,True,moderate,early_intervention,,strand_horizons,True,moderately_replicable,limited_applicability,False,Northern workings,Yeller Quarry,923,927,Moll Research Team,7,0.99,HS-0186,
RA-0270,Substrate Repair 235,GC-0033,ghost_contamination,moderate,restoration,ghost_clearance,"trust_rebuilding, pattern_editing",novel,specialized_equipment,high,51,3,9,side_effects,oscillating,worsening,0.0,True,unknown,,wrong_method,moll_ghosts,True,moderately_replicable,similar_ghost_contamination,False,Dissolution zone,Dens,931,932,Vorn Recovery Group,9,0.72,GC-0033,
RA-0271,Integration Attempt 960,FC-0092,federation_cancer,moderate,transformation,trust_rebuilding,,experimental,social_support,moderate,1432,4,7,resource_exhaustion,rapid_then_slow,stabilization,33.7,True,high,,,mord_federation,False,unique,limited_applicability,False,Southern perimeter,Dens boundary,917,921,Moll Research Team,5,0.69,FC-0092,
RA-0272,Garrett Rehabilitation,HS-0012,horizon_shrinkage,catastrophic,integration,horizon_expansion,,modified,time,extreme,526,3,8,resource_exhaustion,rapid_then_slow,partial_recovery,49.2,True,high,early_intervention,,strand_horizons,False,case_specific,limited_applicability,False,Recovery settlement,Northo,905,907,K. Vorn,26,0.82,HS-0012,
RA-0273,Annex 498 Reconstruction,FC-0010,federation_cancer,moderate,adaptation,trust_rebuilding,medication,modified,collective_effort,high,679,5,10,side_effects,rapid_then_slow,stabilization,49.9,True,moderate,,,mord_federation,False,case_specific,limited_applicability,False,Eastern fluctuation zone,Dens boundary,893,895,Specialist Team,18,0.57,FC-0010,
RA-0274,Integration Attempt 252,NP-0102,navigation_pathology,severe,adaptation,external_structure,pattern_editing,novel,specialized_equipment,high,1844,1,8,relapse,rapid_then_slow,partial_recovery,59.0,False,high,skilled_healer,,voss_navigation,False,case_specific,similar_navigation_pathology,False,Mill vicinity,Yeller Quarry,903,909,Archive Recovery Team,8,0.67,NP-0102,
RA-0275,Isolation Protocol 282,HS-0079,horizon_shrinkage,moderate,adaptation,medication,"relocation, surgery",experimental,time,minimal,387,2,10,relapse,gradual_throughout,stabilization,42.9,True,high,,,strand_horizons,True,case_specific,limited_applicability,False,Ascetic village,Northo,910,912,Archive Recovery Team,2,0.77,HS-0079,
RA-0276,Annex 502 Reconstruction,GC-0166,ghost_contamination,severe,restoration,ghost_clearance,relocation,novel,specialized_equipment,high,1473,2,7,side_effects,gradual_throughout,stabilization,33.2,True,moderate,,,moll_ghosts,True,moderately_replicable,limited_applicability,False,Isolation community,Northo,898,903,S. Moll,14,0.93,GC-0166,
RA-0277,Garrett Rehabilitation,FC-0137,federation_cancer,mild,transformation,relocation,"navigation_recalibration, external_structure, trust_rebuilding",established,skilled_healer,moderate,80,3,16,resource_exhaustion,oscillating,worsening,0.0,True,unknown,,irreversible_damage,mord_federation,False,moderately_replicable,similar_federation_cancer,False,Healing Institute,Capital,935,936,Field Healer,7,0.68,FC-0137,
RA-0278,Federation Recovery 241,NP-0067,navigation_pathology,moderate,restoration,navigation_recalibration,"pattern_editing, medication",modified,skilled_healer,high,310,2,6,resource_exhaustion,no_progress,no_improvement,0.1,True,very_high,,insufficient_resources,voss_navigation,True,case_specific,limited_applicability,False,Capital outskirts,Capital,897,898,Indigenous Consultant,10,0.66,NP-0067,
RA-0279,Annex 662 Reconstruction,NP-0153,navigation_pathology,moderate,transformation,navigation_recalibration,relocation,modified,skilled_healer,minimal,1447,1,1,side_effects,gradual_throughout,death_dissolution,0.0,False,unknown,,wrong_method,voss_navigation,True,case_specific,limited_applicability,False,Western approach,Dens boundary,925,929,M. Strand,3,0.54,NP-0153,
RA-0280,Annex 997 Reconstruction,FC-0010,federation_cancer,severe,adaptation,external_structure,"social_reconnection, horizon_expansion, medication",modified,quiet_location,high,1724,4,3,relapse,gradual_throughout,stabilization,27.1,True,moderate,,,mord_federation,True,case_specific,similar_federation_cancer,False,Southern perimeter,Dens boundary,911,916,Moll Research Team,7,0.57,FC-0010,
RA-0281,Isolation Protocol 850,,multiple,severe,integration,boundary_reinforcement,surgery,modified,skilled_healer,extreme,651,1,0,none,stepwise,full_recovery,97.0,False,low,matched_method,,integrated,True,moderately_replicable,broadly_applicable,True,Archive vicinity,Capital,912,914,Strand Rehabilitation Center,18,0.61,,
RA-0282,Ghost Clearance Case 23,GC-0032,ghost_contamination,severe,restoration,boundary_strengthening,horizon_expansion,experimental,time,extreme,758,3,3,relapse,gradual_throughout,partial_recovery,55.8,True,moderate,patient_cooperation,,moll_ghosts,False,case_specific,similar_ghost_contamination,False,Healing Institute,Capital,936,939,Archive Recovery Team,39,0.95,GC-0032,
RA-0283,Isolation Protocol 962,HS-0136,horizon_shrinkage,moderate,restoration,medication,"social_reconnection, navigation_recalibration",established,collective_effort,high,281,2,7,relapse,no_progress,no_improvement,4.9,True,unknown,,ongoing_exposure,strand_horizons,False,moderately_replicable,specific_conditions_only,False,Eastern fluctuation zone,Dens boundary,904,905,Strand Rehabilitation Center,9,0.54,HS-0136,
RA-0284,Isolation Protocol 4,GC-0165,ghost_contamination,moderate,restoration,ghost_clearance,external_structure,modified,collective_effort,high,57,1,15,secondary_pathology,no_progress,no_improvement,12.8,True,very_high,,late_intervention,moll_ghosts,True,case_specific,limited_applicability,False,Southern perimeter,Dens boundary,902,903,Indigenous Consultant,16,0.87,GC-0165,
RA-0285,Garrett Rehabilitation,HS-0124,horizon_shrinkage,severe,restoration,horizon_expansion,trust_rebuilding,established,skilled_healer,high,897,1,1,side_effects,stepwise,substantial_recovery,80.9,False,moderate,early_intervention,,strand_horizons,True,highly_replicable,limited_applicability,True,Coder quarter,Densmok,913,916,Field Healer,7,0.92,HS-0124,
RA-0286,Annex 591 Reconstruction,NP-0003,navigation_pathology,moderate,integration,external_structure,observation_cessation,modified,skilled_healer,minimal,986,1,0,side_effects,plateau_then_breakthrough,substantial_recovery,83.3,True,moderate,early_intervention,,voss_navigation,True,case_specific,limited_applicability,False,Eastern fluctuation zone,Dens boundary,910,913,Field Healer,4,0.55,NP-0003,
RA-0287,Substrate Repair 640,FC-0164,federation_cancer,moderate,transformation,relocation,navigation_recalibration,modified,social_support,high,950,2,3,side_effects,stepwise,full_recovery,97.6,False,low,adequate_resources,,mord_federation,True,case_specific,broadly_applicable,True,Quarry interior,Yeller Quarry,916,919,Field Healer,13,0.92,FC-0164,
RA-0288,Ghost Clearance Case 854,,ingression_failure,catastrophic,restoration,observation_cessation,"boundary_reinforcement, relocation",established,specialized_equipment,high,413,2,7,secondary_pathology,gradual_throughout,stabilization,39.3,True,moderate,,,vells_ingression,True,moderately_replicable,limited_applicability,False,Quarry Sector 7,Yeller Quarry,903,905,M. Strand,19,0.98,,
RA-0289,Federation Recovery 953,NP-0127,navigation_pathology,moderate,reconstruction,external_structure,surgery,modified,time,minimal,944,4,0,relapse,plateau_then_breakthrough,full_recovery,95.6,False,low,early_intervention,,voss_navigation,True,case_specific,broadly_applicable,False,Coder quarter,Densmok,896,899,Healing Institute Team,3,0.82,NP-0127,
RA-0290,Boundary Restoration Project 986,HS-0127,horizon_shrinkage,moderate,adaptation,relocation,,modified,skilled_healer,high,120,5,17,secondary_pathology,no_progress,no_improvement,18.5,True,unknown,,irreversible_damage,strand_horizons,True,moderately_replicable,limited_applicability,False,Mill vicinity,Yeller Quarry,892,893,Archive Recovery Team,18,0.84,HS-0127,
RA-0291,Ghost Clearance Case 115,GC-0163,ghost_contamination,moderate,isolation,pattern_editing,horizon_expansion,experimental,collective_effort,high,221,5,17,relapse,gradual_throughout,worsening,0.0,True,unknown,,late_intervention,moll_ghosts,False,case_specific,limited_applicability,False,Capital outskirts,Capital,938,939,Strand Rehabilitation Center,15,0.8,GC-0163,
RA-0292,Isolation Protocol 174,FC-0160,federation_cancer,severe,integration,trust_rebuilding,substrate_repair,established,time,high,990,5,2,,linear_improvement,full_recovery,95.0,False,moderate,matched_method,,mord_federation,False,highly_replicable,specific_conditions_only,True,Capital outskirts,Capital,913,916,K. Vorn,16,0.79,FC-0160,
RA-0293,Boundary Restoration Project 331,GC-0159,ghost_contamination,severe,adaptation,pattern_editing,"external_structure, ghost_clearance, navigation_recalibration",modified,social_support,moderate,1137,3,9,side_effects,rapid_then_slow,stabilization,36.3,True,moderate,,,moll_ghosts,False,case_specific,similar_ghost_contamination,False,Northern approach,Tower of Mirado,905,909,Healing Institute Team,10,0.77,GC-0159,
RA-0294,Ghost Clearance Case 848,BD-0164,boundary_dissolution,severe,restoration,boundary_reinforcement,"relocation, pattern_editing",modified,skilled_healer,moderate,1094,1,3,none,oscillating,partial_recovery,65.0,True,moderate,early_intervention,,tross_boundaries,False,moderately_replicable,limited_applicability,False,Southern perimeter,Dens boundary,920,923,Vorn Recovery Group,5,0.57,BD-0164,
RA-0295,Integration Attempt 473,NP-0160,navigation_pathology,severe,restoration,external_structure,substrate_repair,established,time,extreme,303,3,2,,plateau_then_breakthrough,substantial_recovery,81.2,True,low,patient_cooperation,,voss_navigation,True,highly_replicable,limited_applicability,False,Northern workings,Yeller Quarry,930,931,Strand Rehabilitation Center,20,0.94,NP-0160,
RA-0296,Horizon Expansion Program 945,BD-0184,boundary_dissolution,severe,transformation,isolation,pattern_editing,established,time,moderate,728,5,2,relapse,stepwise,full_recovery,98.9,False,moderate,skilled_healer,,tross_boundaries,True,highly_replicable,specific_conditions_only,True,Healing Institute,Capital,912,914,Field Healer,3,0.65,BD-0184,
RA-0297,Navigation Recalibration 772,BD-0108,boundary_dissolution,moderate,integration,pattern_editing,"medication, horizon_expansion",established,specialized_equipment,high,122,1,5,secondary_pathology,no_progress,no_improvement,10.0,True,very_high,,irreversible_damage,tross_boundaries,False,case_specific,specific_conditions_only,False,Northern workings,Yeller Quarry,912,913,Specialist Team,11,0.51,BD-0108,
RA-0298,Integration Attempt 885,HS-0008,horizon_shrinkage,moderate,adaptation,social_reconnection,"navigation_recalibration, medication",modified,time,minimal,337,1,0,side_effects,stepwise,full_recovery,99.8,False,moderate,adequate_resources,,strand_horizons,True,case_specific,broadly_applicable,True,Tower base,Tower of Mirado,897,898,Specialist Team,3,0.62,HS-0008,
RA-0299,Substrate Repair 902,FC-0118,federation_cancer,mild,adaptation,trust_rebuilding,,modified,quiet_location,minimal,1780,3,1,,gradual_throughout,death_dissolution,0.0,True,high,,insufficient_resources,mord_federation,False,moderately_replicable,specific_conditions_only,False,Western approach,Dens boundary,901,906,Archive Recovery Team,3,0.75,FC-0118,
RA-0300,Ghost Clearance Case 376,FC-0105,federation_cancer,severe,reconstruction,surgery,substrate_repair,modified,skilled_healer,extreme,90,4,9,secondary_pathology,no_progress,no_improvement,6.3,True,very_high,,ongoing_exposure,mord_federation,True,case_specific,similar_federation_cancer,False,Healing Institute,Capital,900,901,Moll Research Team,50,0.81,FC-0105,
