form_id,form_name,fl_catalog_id,coord_x,coord_y,coord_z,curvature_local,basin_id,basin_position,stability_score,perturbation_resistance,form_category,prime_association,domain,first_measured,measurement_method,confidence,surveyor,description,notes
MS-0363,Linear Transition,,-0.7238,0.3672,0.4037,-2.0,BA-040,ridge_adjacent,0.42,0.29,transitional,,entity,929,similarity_inference,0.95,Boundary Commission,Ridge-adjacent form where systems pause briefly. Shows oscillation similar to FL-003.,
MS-0364,The Flat Instability,,-0.6331,-0.3625,-0.6984,-2.0,BA-047,ridge_adjacent,0.07,0.05,unstable,3,behavior,918,similarity_inference,0.77,Senate Survey,Dissolution state where form coherence breaks down. Near saddle point SP-001.,
MS-0365,The Axial Pattern,,0.2804,-0.2561,-0.3744,0.022,BA-033,center,0.91,0.75,major_attractor,2,creature,922,historical_reconstruction,0.64,T. Vells,Deep attractor drawing systems from a wide catchment. Prime association uncertain.,
MS-0366,The Divergent Passage,,0.7762,-0.777,0.0902,-2.0,BA-044,outer,0.37,0.36,transitional,,structure,929,boundary_extrapolation,0.86,Senate Survey,Passage form connecting distinct regions of morphospace. Archive Survey Team documentation.,
MS-0367,The Harmonic State,,0.2898,-0.452,0.2631,0.406,BA-043,center,0.94,0.85,major_attractor,2,entity,930,historical_reconstruction,0.85,Independent Scholar,Strong attractor with high escape velocity. Adjacent to documented geodesic path.,
MS-0368,Ancient Transition,,-0.557,0.3957,-0.0663,-1.621,BA-036,outer,0.3,0.28,transitional,,entity,927,historical_reconstruction,0.93,K. Strand,Waypoint between Basin Basin 036 and adjacent territory. Basin assignment contested until Year 920.,
MS-0369,The Northern Instability,,0.1906,0.7874,-0.5219,0.383,BA-041,outer,0.23,0.29,unstable,,entity,919,historical_reconstruction,0.93,Boundary Commission,Dissolution state where form coherence breaks down. Near saddle point SP-001.,
MS-0370,The Curved Configuration,,-0.9254,0.2943,0.1136,-1.099,BA-024,inner,0.77,0.7,minor_attractor,2,phenomenon,928,direct_triangulation,0.88,C. Vells,Sheltered form in the lee of the major attractors. First documented by Vells in Year 918.,
MS-0371,Narrow Minor,,-0.1905,0.7496,-0.725,-1.211,BA-035,outer,0.64,0.5,minor_attractor,,phenomenon,930,similarity_inference,0.57,Senate Survey,Local minimum in the morphospace landscape. Possibly connected to Keth's spatial observations.,
MS-0372,Secondary Radial Pattern,,0.2739,-0.4314,0.2422,-0.192,BA-043,inner,0.62,0.59,minor_attractor,2,structure,923,similarity_inference,0.95,Boundary Commission,Local minimum in the morphospace landscape. Archive Survey Team documentation.,
MS-0373,Shallow Flow,,0.5022,0.0803,-0.3744,-2.0,BA-033,ridge_adjacent,0.31,0.3,transitional,,creature,918,direct_triangulation,0.75,T. Vells,Ridge-adjacent form where systems pause briefly. Coordinates refined in Year 925 survey.,
MS-0374,Linear Fluctuation,,-0.5578,0.2321,0.2934,-2.0,BA-040,ridge_adjacent,0.13,0.09,unstable,5,behavior,918,direct_triangulation,0.58,E. Pol (historical),Near-chaos configuration in Dens-correlated territory. Archive Survey Team documentation.,
MS-0375,Resonant Minor,,-0.4182,0.7901,0.1722,-0.79,BA-039,inner,0.6,0.6,minor_attractor,,behavior,927,direct_triangulation,0.69,Boundary Commission,Stable resting form on the slopes of Basin Basin 039. Basin assignment contested until Year 920.,
MS-0376,The Radial Resting Form,,-0.3431,-0.4384,-0.4161,-2.0,BA-047,outer,0.68,0.57,minor_attractor,5,creature,927,boundary_extrapolation,0.7,Western Archive Team,Stable resting form on the slopes of Basin Basin 047. Archive Survey Team documentation.,
MS-0377,The Recent Mode,,-0.5605,1,0.1602,-0.24,BA-039,inner,0.89,0.8,major_attractor,2,structure,921,similarity_inference,0.62,E. Pol (historical),One of the foundational forms in morphospace. Basin assignment contested until Year 920.,
MS-0378,Harmonic Minor,,0.6024,-0.1013,-1,-1.419,BA-010,outer,0.63,0.53,minor_attractor,3,phenomenon,931,historical_reconstruction,0.7,P. Brent (historical),Secondary attractor providing intermediate stability. Archive Survey Team documentation.,
MS-0379,Transitional Curved,,0.4766,-0.2114,-0.5615,-0.172,BA-019,ridge_adjacent,0.25,0.24,transitional,5,behavior,926,direct_triangulation,0.76,Senate Survey,Waypoint between Basin Basin 019 and adjacent territory. First documented by Vells in Year 918.,
MS-0380,The Wide Form,,-0.5155,-0.4484,0.0841,0.401,BA-002,center,0.99,0.9,major_attractor,,place,922,direct_triangulation,0.76,P. Brent (historical),Deep attractor drawing systems from a wide catchment. Possibly connected to Keth's spatial observations.,
MS-0381,Transitional Western,,-0.3956,0.6157,-0.1971,-2.0,BA-024,outer,0.37,0.46,transitional,,behavior,919,direct_triangulation,0.6,C. Vells,Ridge-adjacent form where systems pause briefly. Identified through transformation trajectory analysis.,
MS-0382,Secondary Shallow Pattern,,-0.5216,-0.0337,0.7693,-1.175,BA-020,outer,0.57,0.6,minor_attractor,2,creature,929,direct_triangulation,0.66,Boundary Commission,Sheltered form in the lee of the major attractors. Near saddle point SP-001.,
MS-0383,Resonant Fluctuation,,0.283,-0.1171,-0.9351,-2.0,BA-032,outer,0.25,0.2,unstable,,structure,929,direct_triangulation,0.79,Archive Survey Team,Fluctuating form with minimal persistence time. First documented by Vells in Year 918.,
MS-0384,The Ancient Configuration,,-0.1238,0.5988,0.425,0.05,BA-004,outer,0.65,0.5,minor_attractor,11,entity,929,direct_triangulation,0.92,C. Vells,Stable resting form on the slopes of Basin Triad Basin. Manifestation observed in Yeller Quarry.,
MS-0385,The Linear Cycle,,-0.4668,0.9377,0.2366,-0.201,BA-039,inner,0.95,0.8,major_attractor,3,creature,930,similarity_inference,0.83,T. Vells,Strong attractor with high escape velocity. Possibly connected to Keth's spatial observations.,
MS-0386,The Primary Instability,,-0.7886,-0.2705,0.2454,-2.0,BA-008,ridge_adjacent,0.05,0.07,unstable,,creature,918,similarity_inference,0.85,P. Brent (historical),Fluctuating form with minimal persistence time. Coordinates refined in Year 925 survey.,
MS-0387,Tertiary Flow,,-0.6139,0.3209,0.4554,-2.0,BA-040,ridge_adjacent,0.43,0.34,transitional,,creature,931,similarity_inference,0.71,P. Brent (historical),Waypoint between Basin Basin 040 and adjacent territory. Coordinates refined in Year 925 survey.,
MS-0388,The Wide Mode,,0.6305,-0.0237,-0.7134,0.753,BA-010,inner,0.87,0.75,major_attractor,3,place,931,direct_triangulation,0.75,C. Vells,Deep attractor drawing systems from a wide catchment. Identified through transformation trajectory analysis.,
MS-0389,Secondary Convergent Pattern,,0.1725,-0.8979,0.43,-2.0,BA-030,outer,0.6,0.48,minor_attractor,,entity,929,historical_reconstruction,0.59,E. Pol (historical),Sheltered form in the lee of the major attractors. Near saddle point SP-001.,
MS-0390,Narrow Attractor,,-0.1883,0.8987,0.5588,-2.0,BA-004,outer,0.58,0.54,minor_attractor,7,behavior,922,direct_triangulation,0.84,T. Vells,Local minimum in the morphospace landscape. Boundary Commission survey site.,
MS-0391,The Axial Instability,,0.391,0.9481,-0.4365,-1.914,BA-041,outer,0.14,0.16,unstable,,structure,929,direct_triangulation,0.56,P. Brent (historical),Highly unstable form in a region of negative curvature. Identified through transformation trajectory analysis.,
MS-0392,Outer Dissolution,,0.5454,-0.792,0.0603,-1.78,BA-044,outer,0.18,0.09,unstable,3,creature,930,similarity_inference,0.64,Boundary Commission,Highly unstable form in a region of negative curvature. Adjacent to documented geodesic path.,
MS-0393,Tertiary Attractor,,0.4678,-0.4757,0.9945,-2.0,BA-018,outer,0.71,0.72,minor_attractor,3,entity,928,similarity_inference,0.73,C. Vells,Secondary attractor providing intermediate stability. Archive Survey Team documentation.,
MS-0394,Orbital State,,0.196,-0.751,-0.3722,0.178,BA-012,inner,0.75,0.68,minor_attractor,7,behavior,923,similarity_inference,0.58,Independent Scholar,Sheltered form in the lee of the major attractors. Identified through transformation trajectory analysis.,
MS-0395,The Northern Cycle,,-0.7518,0.1592,-0.7029,0.747,BA-042,center,0.98,0.88,major_attractor,5,behavior,921,similarity_inference,0.6,Independent Scholar,Strong attractor with high escape velocity. Near saddle point SP-001.,
MS-0396,The Curved Bridge,,-0.0511,-0.5134,-0.2113,-0.442,BA-050,ridge_adjacent,0.38,0.37,transitional,,place,930,similarity_inference,0.86,Western Archive Team,Ridge-adjacent form where systems pause briefly. Manifestation observed in Yeller Quarry.,
MS-0397,The Tertiary Cycle,,-0.5294,0.9034,0.2061,0.649,BA-039,center,0.89,0.69,major_attractor,3,creature,931,similarity_inference,0.64,Boundary Commission,Highly stable form at the center of Basin Basin 039. Coordinates refined in Year 925 survey.,
MS-0398,Divergent Minor,,-0.0027,-0.0798,0.7264,-2.0,BA-034,outer,0.59,0.5,minor_attractor,3,structure,922,similarity_inference,0.57,E. Pol (historical),Sheltered form in the lee of the major attractors. Near saddle point SP-001.,
MS-0399,Southern State,,-0.0255,-0.5848,-0.7138,-1.138,BA-025,inner,0.72,0.71,minor_attractor,11,behavior,931,similarity_inference,0.78,K. Strand,Secondary attractor providing intermediate stability. Adjacent to documented geodesic path.,
MS-0400,The Deep Resting Form,,-0.3217,1,0.3934,-0.925,BA-049,outer,0.6,0.54,minor_attractor,7,creature,925,similarity_inference,0.78,Senate Survey,Local minimum in the morphospace landscape. Boundary Commission survey site.,
MS-0401,The Divergent Configuration,,0.1662,1,-0.6927,-2.0,BA-041,outer,0.69,0.55,minor_attractor,3,place,926,direct_triangulation,0.76,Archive Survey Team,Secondary attractor providing intermediate stability. Possibly connected to Keth's spatial observations.,
MS-0402,Axial Attractor,,-0.3537,-0.2806,0.6056,-2.0,BA-020,outer,0.72,0.73,minor_attractor,2,behavior,930,boundary_extrapolation,0.69,Boundary Commission,Stable resting form on the slopes of Basin Basin 020. Archive Survey Team documentation.,
MS-0403,The Radial Configuration,,-0.2992,0.6971,0.0549,-1.259,BA-009,outer,0.74,0.64,minor_attractor,3,creature,929,similarity_inference,0.84,C. Vells,Stable resting form on the slopes of Basin Basin 009. Archive Survey Team documentation.,
MS-0404,Dissonant Waypoint,,-0.1398,-0.3326,-0.1061,-0.824,BA-048,ridge_adjacent,0.34,0.18,transitional,2,behavior,925,similarity_inference,0.58,P. Brent (historical),Ridge-adjacent form where systems pause briefly. Possibly connected to Keth's spatial observations.,
MS-0405,Western Waypoint,,-0.2064,-0.3465,-0.1087,0.423,BA-048,outer,0.35,0.3,transitional,,creature,931,boundary_extrapolation,0.67,Boundary Commission,Waypoint between Basin Basin 048 and adjacent territory. Identified through transformation trajectory analysis.,
MS-0406,The Linear Instability,,-0.2875,0.9471,0.4919,-0.855,BA-014,outer,0.25,0.18,unstable,3,creature,931,similarity_inference,0.57,Western Archive Team,Dissolution state where form coherence breaks down. Position confirmed by multiple observers.,
MS-0407,The Spiral State,,0.1007,-0.5371,0.4392,0.688,BA-006,center,0.99,0.81,major_attractor,5,creature,932,similarity_inference,0.88,Senate Survey,Strong attractor with high escape velocity. Basin assignment contested until Year 920.,
MS-0408,Resonant State,,-0.8094,-0.4567,0.4724,-2.0,BA-038,outer,0.65,0.53,minor_attractor,11,place,922,historical_reconstruction,0.73,P. Brent (historical),Stable resting form on the slopes of Basin Basin 038. Shows oscillation similar to FL-003.,
MS-0409,Unstable Shallow,,0.4444,-0.4901,0.2596,-0.891,BA-044,outer,0.1,0.11,unstable,,entity,927,similarity_inference,0.93,T. Vells,Fluctuating form with minimal persistence time. Shows oscillation similar to FL-003.,
MS-0410,The Eastern Cycle,,-0.6444,0.4923,-0.2057,0.936,BA-036,center,0.99,0.93,major_attractor,11,behavior,930,direct_triangulation,0.55,C. Vells,Deep attractor drawing systems from a wide catchment. Identified through transformation trajectory analysis.,
MS-0411,Resonant Transition,,-0.3833,-0.9484,0.6213,-2.0,BA-002,ridge_adjacent,0.38,0.3,transitional,3,behavior,925,direct_triangulation,0.57,Archive Survey Team,Ridge-adjacent form where systems pause briefly. Possibly connected to Keth's spatial observations.,
MS-0412,The Secondary Configuration,,-0.3653,0.6084,-0.0296,0.022,BA-009,inner,0.73,0.64,minor_attractor,2,creature,928,similarity_inference,0.83,E. Pol (historical),Local minimum in the morphospace landscape. Curvature measurements indicate hyperbolic local geometry.,
MS-0413,Ancient State,,-0.3221,0.652,-0.3163,-0.422,BA-037,outer,0.75,0.7,minor_attractor,5,entity,926,boundary_extrapolation,0.82,Boundary Commission,Secondary attractor providing intermediate stability. Position confirmed by multiple observers.,
MS-0414,The Eastern Instability,,0.7412,-0.68,0.3284,-1.312,BA-044,outer,0.19,0.18,unstable,3,structure,928,direct_triangulation,0.9,C. Vells,Near-chaos configuration in Dens-correlated territory. First documented by Vells in Year 918.,
MS-0415,The Curved Mode,,0.1515,-0.9892,-0.4012,-0.376,BA-012,inner,0.86,0.76,major_attractor,5,place,927,direct_triangulation,0.84,K. Strand,Highly stable form at the center of Basin Basin 012. Identified through transformation trajectory analysis.,
MS-0416,Secondary Axial Pattern,,-0.4708,1,0.1123,-1.141,BA-039,inner,0.63,0.55,minor_attractor,,place,921,historical_reconstruction,0.6,E. Pol (historical),Stable resting form on the slopes of Basin Basin 039. Possibly connected to Keth's spatial observations.,
